Funds,Fund Manager,Category,RupeeVestRating,AUM(in Rs. cr),ExpenseRatio (%),Fund Type,Inception Date,Benchmark Index, NAV , 52 WeekHigh (NAV), 52 WeekLow (NAV),Return (%)1 mo,Return (%)3 mo,Return (%)6 mo,Return (%)1 yr,Return (%)2 yrs,Return (%)3 yrs,Return (%)5 yrs,Return (%)10 yrs,Turnover Ratio (%), No. ofStocks,Avg. Market Cap(in Rs. cr),Large Cap(%),Mid Cap(%),Small Cap(%),Highest Sector,Avg. Maturity(in yrs),Mod. Duration(in yrs),Yield To Maturity (%),Alpha,Sharpe,Sortino,Beta,Standard Deviation,classification,Exit_load_Remarks
Kotak Small Cap Fund(G),Harish Bihani,EQ-SML,4,17732,1.64,Open Ended,24-Feb-05,Nifty Smallcap 250 - TRI,278.9,290.42,206.06,0.69,-4.31,3.88,26.33,30.61,18.47,30.34,18.69,24.76,77,19126,4.74,19.22,73.87,Healthcare,-,-,-,17.79,1.46,2.12,0.71,14.66,Equity : Small Cap,Nil upto 10% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Special Opportunities Fund-Reg(G),Devender Singhal,EQ-THEM,Unrated,2328.1,1.99,Open Ended,29-Jun-24,NIFTY 500 - TRI,10.12,10.71,9.67,-1.6,-5.79,-0.03,-,-,-,-,-,5.62,40,48636,32.49,15.53,51.1,FMCG,-,-,-,-,-,-,-,-,Equity : Thematic,0.50% on or before 90D Nil after 90D
Kotak Technology Fund-Reg(G),Shibani Kurian,EQ-TECH,Unrated,586.4,2.39,Open Ended,04-Mar-24,BSE TECk Index - TRI,12.6,13.19,9.48,0.34,-0.69,15.36,-,-,-,-,-,13.04,29,261454,70.97,14.2,10.98,Technology,-,-,-,-,-,-,-,-,Equity : Sectoral - Technology,0.50% on or before 30D Nil after 30D
Kotak Transportation & Logistics Fund-Reg(G),Nalin Rasik Bhatt,EQ-AUTO,Unrated,-,2.41,Open Ended,16-Dec-24,Nifty Transportation & Logistics - TRI,10.15,10.15,9.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Equity : Sectoral - Auto,0.50% on or before 90D Nil after 90D
LIC MF Aggressive Hybrid Fund(G),Karan Doshi,HY-EQ,3,535.9,2.46,Open Ended,01-Jan-91,CRISIL Hybrid 35+65 - Aggressive Index,193.14,201.03,162.18,-0.85,-4.24,1.11,17.2,18.78,11.43,11.72,8.29,53,51,128098,44.84,10.66,21,Financials,0.74,0.16,3.91,7.31,1.12,1.66,1.9,11.47,Hybrid : Equity Oriented,Nil upto 12% on units and 1% on remaining units on or before 3M Nil after 3M
LIC MF Arbitrage Fund-Reg(G),Sumit Bhatnagar,HY-ARB,Unrated,237.6,0.99,Open Ended,25-Jan-19,Nifty 50 Arbitrage,13.38,13.38,12.51,0.61,1.76,3.34,7.05,6.91,5.96,4.9,-,262,65,178883,44.77,17.13,5.48,Financials,-,-,-,3.25,3.08,6.68,-0.11,0.94,Hybrid : Arbitrage,0.25% on or before 1M Nil after 1M
LIC MF Balanced Advantage Fund-Reg(G),Yogesh Patil,HY-EQ,Unrated,797.1,2.28,Open Ended,12-Nov-21,NIFTY 50,13.45,13.54,11.69,0.6,-0.63,3.6,12.52,13.24,10.64,-,-,50,69,264069,56.8,7.64,10.96,Financials,6.97,4.97,7,4.08,1.13,1.67,1.41,7.3,Hybrid : Equity Oriented,Nil upto 12% of units and 1% on remaining units on or before 3M Nil after 3M
LIC MF Banking & Financial Services Fund-Reg(G),Jaiprakash Toshniwal,EQ-FIN,Unrated,263.1,2.42,Open Ended,27-Mar-15,Nifty Financial Services - TRI,19.47,20.89,17.61,-2.33,-6.14,-6.33,0.42,10.75,13.72,9.45,-,57,30,175857,60.83,9.77,27.78,Financials,-,-,-,-7.26,-0.13,-0.19,1.02,16.29,Equity : Sectoral - Financial Services,Nil upto 12% of units and 1% on remaining units on or before 90D Nil after 90D
LIC MF Banking & PSU Fund-Reg(G),Marzban Irani,DT-B&PSU,2,1851.9,0.78,Open Ended,30-May-07,NIFTY Banking and PSU Debt Index,33.26,33.26,30.86,0.46,1.37,3.88,7.75,7.13,5.76,5.65,6.55,0,-,-,-,-,-,-,4.22,3.32,7.3,2.65,5.15,10.04,0.34,0.71,Debt : Banking & PSU,NIL
LIC MF BSE Sensex ETF,Sumit Bhatnagar,EQ-ETF,Unrated,835.8,0.1,Open Ended,30-Nov-15,BSE SENSEX - TRI,886.79,950.8,772.86,-1.64,-6.7,-0.87,9.75,15.58,12.39,15.15,-,7,30,684518,99.26,0.72,-,Financials,-,-,-,1.34,0.46,0.71,1,13.9,Equity : ETFs,null
LIC MF BSE Sensex Index Fund-Reg(G),Sumit Bhatnagar,EQ-INDX,Unrated,83.9,1.08,Open Ended,28-Nov-02,BSE SENSEX - TRI,149.26,160.45,131.27,-1.73,-6.93,-1.34,8.7,14.48,11.28,14.06,10.98,11,30,685223,99,0.71,-,Financials,-,-,-,0.35,0.39,0.6,0.99,13.87,Equity : Index Funds,0.25% on or before 7D Nil after 7D
LIC MF Childrens Fund-Reg(G),Nikhil Rungta,HY-SOL,Unrated,16.6,2.45,Open Ended,16-Oct-01,CRISIL Hybrid 35+65 - Aggressive Index,35.32,35.51,28.57,2.61,-0.9,5.33,19.72,21.58,13.64,13.67,9.18,81,46,63782,42.8,7.43,37.53,Financials,2.39,1.73,-,10.16,1.14,1.69,1.71,13.35,Hybrid : Solution Oriented,Nil
LIC MF Conservative Hybrid Fund(G),Pratik Shroff,HY-DT(CO),Unrated,50.2,2.25,Open Ended,01-Apr-98,CRISIL Hybrid 85+15 - Conservative Index,79.93,80.31,73.1,0.02,-0.48,3.15,8.26,7.93,5.58,6.73,6.43,0,7,560590,18.79,-,1.62,Financials,5.88,4.62,6.93,1.86,1.32,2.42,0.77,3.16,Hybrid : Debt Oriented (Conservative),Nil upto 12% of units and 1% on remaining units on or before 90D Nil after 90D
LIC MF Dividend Yield Fund-Reg(G),Dikshit Mittal,EQ-DIV,Unrated,463.6,2.46,Open Ended,21-Dec-18,NIFTY 500 - TRI,30.92,32.76,22.89,-0.16,-6.89,2.46,32.5,33.37,20.79,23.16,-,73,65,64866,44.97,13.62,38.99,Financials,-,-,-,21.39,1.58,2.3,0.98,16.71,Equity : Thematic - Dividend Yield,Nil upto 12% of units and 1% for remaining units on or before 12M Nil after 12M
LIC MF ELSS Tax Saver-Reg(G),Yogesh Patil,EQ-ELSS,2,1147.4,2.13,Open Ended,31-Mar-98,NIFTY 500 - TRI,157.16,160.52,120.92,1.23,-3.7,3.61,23.7,25.9,16.07,16.42,12.26,17,56,157861,63.09,15.4,20.57,Financials,-,-,-,13.91,1.33,2.04,0.87,13.77,Equity : Tax Saving (ELSS),Nil
LIC MF Equity Savings Fund(G),Sumit Bhatnagar,HY-EQ,Unrated,20.2,2.04,Open Ended,07-Mar-11,NIFTY 50 Equity Savings Index,26.42,26.64,23.93,0.25,-0.71,2.07,8.96,10.77,8.14,8.8,6.72,68,57,118721,44.8,10.37,18.04,Financials,0.07,0.05,6.79,2.39,0.77,1.09,0.93,6.65,Hybrid : Equity Oriented,Nil upto 12% of units and 1% for remaining units on or before 3M Nil after 3M
LIC MF Flexi Cap Fund-Reg(G),Nikhil Rungta,EQ-FLEX,2,1075.4,2.27,Open Ended,31-Mar-98,NIFTY 500 - TRI,102.57,107.44,82.73,-0.58,-5.67,0.55,18.96,24.62,14.98,14.86,9.42,132,72,45081,37.4,14.49,45.85,Financials,-,-,-,10.74,1.03,1.51,0.86,14.64,Equity : Flexi Cap,Nil upto 12% on units and 1% on remaining units on or before 3M Nil after 3M
LIC MF Focused Fund-Reg(G),Jaiprakash Toshniwal,EQ-LC,3,143.1,2.51,Open Ended,17-Nov-17,NIFTY 500 - TRI,21.17,23.29,17.73,-2.24,-8.91,0.02,13.02,16.47,11.2,15.57,-,162,30,56264,45.8,12.48,36.57,Financials,-,-,-,5.59,0.69,1.08,0.82,14.06,Equity : Large Cap,Nil upto 12% of units and 1% for remaining units on or before 12M Nil after 12M
LIC MF Gilt Fund-PF(G),Marzban Irani,DT-GILT,Unrated,94.7,1.48,Open Ended,29-Dec-03,Nifty All Duration G-Sec Index,33.23,33.35,30.52,0.35,0.07,3.51,8.57,7.3,5.43,5.7,6.79,0,-,-,-,-,-,-,22.22,9.6,7.09,0.66,1.91,3.29,1.2,2.21,Debt : Gilt,0.25% on or before 30D
LIC MF Gilt Fund-Reg(G),Marzban Irani,DT-GILT,Unrated,94.7,1.48,Open Ended,29-Nov-99,Nifty All Duration G-Sec Index,57.54,57.74,52.85,0.35,0.07,3.51,8.57,7.3,5.43,5.7,6.77,0,-,-,-,-,-,-,22.22,9.6,7.09,0.66,1.91,3.29,1.2,2.21,Debt : Gilt,0.25% on or before 30D
LIC MF Gold ETF,Sumit Bhatnagar,GOLD-ETF,Unrated,170,0.41,Open Ended,09-Nov-11,Gold-India,7016.74,7241.9,5615.9,-0.59,0.55,5.72,19.22,17.45,16.41,13.76,10.15,-,-,-,-,-,-,-,-,-,-,15.88,1.01,1.43,-0.22,15.06,Gold : ETFs,Nil
LIC MF Gold ETF FoF(G),Sumit Bhatnagar,GOLD-MF,Unrated,70,0.67,Open Ended,14-Aug-12,Gold-India,20.25,21.27,16.38,-0.3,0.42,5.9,18.99,16.61,15.39,12.9,8.94,-,-,-,-,-,-,-,-,-,-,15.3,1.06,1.69,-0.05,14.31,Gold : MFs,1% on or before 15D Nil after 15D
LIC MF Healthcare Fund-Reg(G),Karan Doshi,EQ-PHRM,Unrated,84.2,2.44,Open Ended,28-Feb-19,BSE Health Care - TRI,30.62,30.72,21.7,0.98,2.78,23.1,42.5,35.31,16.78,23.44,-,38,23,50745,28.59,27.48,39.76,Healthcare,-,-,-,30.49,2.39,4.27,0.49,13.77,Equity : Sectoral - Pharma,Nil upto 12% of units and 1% for remaining units on or before 90D Nil after 90D
LIC MF Infra Fund-Reg(G),Yogesh Patil,EQ-INFRA,Unrated,852.1,2.3,Open Ended,24-Mar-08,Nifty Infrastructure - TRI,52.32,53.23,34.68,1.32,-1.01,2.35,48.15,47.09,32.92,27.64,15.65,34,71,24499,20.51,20.99,53.1,Capital Goods,-,-,-,33.97,1.81,2.64,1.02,21.66,Equity : Sectoral - Infrastructure,Nil upto 12% of units and 1% on remaining units on or before 90D Nil after 90D
LIC MF Large & Midcap Fund-Reg(G),Yogesh Patil,EQ-L&M,2,3125.6,1.91,Open Ended,25-Feb-15,NIFTY LargeMidcap 250 - TRI,39.83,40.75,30.13,0.82,-3.56,2.16,28.27,28.52,17.37,19.58,-,66,73,86058,42.22,30.54,24.07,Financials,-,-,-,18.19,1.42,2.09,0.96,16.21,Equity : Large & Mid Cap,Nil upto 12% on units and 1% on remaining units on or before 3M Nil after 3M
LIC MF Large Cap Fund-Reg(G),Nikhil Rungta,EQ-LC,2,1474.2,2.12,Open Ended,31-Mar-98,NIFTY 100 - TRI,55.31,59.14,46.29,-0.98,-6.93,-0.46,14.88,16.58,10.3,13.46,10.53,83,53,266953,81.87,3.86,12.57,Financials,-,-,-,6.07,0.76,1.11,1,14.67,Equity : Large Cap,Nil upto 12% on units and 1% on remaining units on or before 3M Nil after 3M
LIC MF Liquid Fund-Reg(G),Rahul Singh,DT-LIQ,3,10650.3,0.21,Open Ended,13-Mar-02,CRISIL Liquid Debt Index,4565.61,4565.61,4252.63,0.58,1.73,3.54,7.38,7.16,6.36,5.31,6.28,0,-,-,-,-,-,-,0.1,0.1,7.02,0.76,9.89,5.56,-,0.08,Debt : Liquid,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
LIC MF Low Duration Fund(G),Rahul Singh,DT-LOWD,3,1879.3,0.96,Open Ended,04-Jun-03,CRISIL Low Duration Debt Index,38.11,38.11,35.59,0.61,1.66,3.51,7.1,6.83,5.83,5.62,6.13,0,-,-,-,-,-,-,0.9,0.83,7.54,2.85,9.61,19.63,0.07,0.32,Debt : Low Duration,Nil
LIC MF Manufacturing Fund-Reg(G),Yogesh Patil,EQ-THEM,Unrated,928.4,2.18,Open Ended,11-Oct-24,Nifty India Manufacturing - TRI,9.87,10.09,9.46,-1.13,-,-,-,-,-,-,-,-,75,45038,32.97,18.82,36.72,Capital Goods,-,-,-,-,-,-,-,-,Equity : Thematic,Nil upto 12% of units and 1% for remaining units on or before 90D Nil after 90D
LIC MF Medium to Long Duration Fund-Reg(G),Marzban Irani,DT-M&LD,2,181.3,1.22,Open Ended,15-Sep-99,CRISIL Medium to Long Term Debt Index,69.26,69.26,63.17,0.64,1.26,4.44,9.21,7.8,6.12,5.63,6.26,0,-,-,-,-,-,-,7.97,5.91,7.16,2.47,3.05,5.89,0.81,1.6,Debt : Medium to Long Duration,0.25% on or before 15D Nil after 15D
LIC MF Midcap Fund(G),Karan Doshi,EQ-MID,2,319.5,2.52,Open Ended,25-Jan-17,Nifty Midcap 150 - TRI,30.26,31.32,22.26,2.16,-4.69,1.69,29.91,33.72,19.76,23.59,-,63,65,42528,14.89,59.43,23.7,Automobile and Ancillaries,-,-,-,19.5,1.43,2.17,0.9,16.85,Equity : Mid Cap,Nil upto 12% of units and 1% for remaining units on or before 12M Nil after 12M
LIC MF Money Market Fund-Reg(G),Rahul Singh,DT-MM,Unrated,24.4,1.02,Open Ended,01-Aug-22,Nifty Money Market Index,1149.47,1149.47,1084.43,0.52,1.38,2.8,6.03,6.13,-,-,-,0,-,-,-,-,-,-,0.11,0.11,6.57,1.97,8.09,17.15,0.02,0.25,Debt : Money Market,Nil
LIC MF Multi Cap Fund-Reg(G),Dikshit Mittal,EQ-MLC,Unrated,1417,2.06,Open Ended,31-Oct-22,Nifty500 Multicap 50:25:25 - TRI,17.5,17.71,12.76,1.25,-2.47,5.1,32.86,32.66,-,-,-,41,79,55529,32.25,25.91,39.14,Financials,-,-,-,22.2,1.71,2.53,0.87,15.57,Equity : Multi Cap,Nil upto 12% of units and 1% for remaining units on or before 12M Nil after 12M
LIC MF Nifty 100 ETF,Sumit Bhatnagar,EQ-ETF,Unrated,720.5,0.28,Open Ended,17-Mar-16,NIFTY 100 - TRI,270.18,293.93,230.5,-1.84,-8.43,-1.95,12.96,17.6,13.28,15.98,-,7,100,437244,96.84,3.09,-,Financials,-,-,-,4.28,0.65,0.96,1.02,14.56,Equity : ETFs,null
LIC MF Nifty 50 ETF,Sumit Bhatnagar,EQ-ETF,Unrated,832.1,0.06,Open Ended,20-Nov-15,NIFTY 50 - TRI,266.16,288.04,231.4,-1.61,-7.83,-1.27,10.34,16.36,12.84,15.66,-,13,50,555892,98.67,1.25,-,Financials,-,-,-,1.89,0.5,0.76,0.99,13.96,Equity : ETFs,null
LIC MF Nifty 50 Index Fund(G),Sumit Bhatnagar,EQ-INDX,Unrated,319.3,1.01,Open Ended,28-Nov-02,NIFTY 50 - TRI,133.27,144.63,116.96,-1.7,-8.08,-1.76,9.25,15.2,11.74,14.45,11.02,10,50,556332,98.46,1.23,-,Financials,-,-,-,0.88,0.42,0.64,0.99,13.94,Equity : Index Funds,0.25% on or before 7D Nil after 7D
LIC MF Nifty 8-13 yr G-Sec ETF,Marzban Irani,DT-ETF,Unrated,2440.6,0.16,Open Ended,24-Dec-14,Nifty 8-13 yr G-Sec,26.75,26.78,24.39,0.41,1.04,4.84,9.51,8.64,5.99,5.98,7.07,0,-,-,-,-,-,-,8.96,6.63,6.9,1.86,2.47,4.38,1.13,2.11,Debt : ETFs,Nil
LIC MF Nifty Midcap 100 ETF,Sumit Bhatnagar,EQ-ETF,Unrated,696.7,0.16,Open Ended,19-Feb-24,Nifty Midcap 100 - TRI,58.13,60.92,45.92,1.86,-4.77,2.12,-,-,-,-,-,-,101,64423,8.01,88.99,2.87,Financials,-,-,-,-,-,-,-,-,Equity : ETFs,null
LIC MF Nifty Next 50 Index Fund(G),Sumit Bhatnagar,EQ-INDX,Unrated,96.9,0.9,Open Ended,20-Sep-10,NIFTY NEXT 50 - TRI,51.2,57.63,39.62,-3.46,-11.65,-5.56,27.28,27.23,17.59,18.91,13.31,48,50,143072,87.79,11.68,-,Financials,-,-,-,16.91,1.13,1.63,1.14,20.08,Equity : Index Funds,Nil
LIC MF Overnight Fund-Reg(G),Rahul Singh,DT-ON,2,821.4,0.2,Open Ended,18-Jul-19,Nifty 1D Rate Index,1294.06,1294.06,1214.46,0.55,1.59,3.21,6.58,6.55,5.9,4.8,-,0,-,-,-,-,-,-,0.01,0.01,6.67,0.25,26.5,1.8,-,0.01,Debt : Overnight,Nil
LIC MF Short Duration Fund-Reg(G),Marzban Irani,DT-SD,2,108.5,1.33,Open Ended,01-Feb-19,CRISIL Short Duration Debt Index,13.96,13.96,13,0.48,1.37,3.78,7.42,6.78,5.18,5.17,-,0,-,-,-,-,-,-,3.14,2.65,7.32,2.39,4.91,10.16,0.32,0.68,Debt : Short Duration,Nil
LIC MF Small Cap Fund(G),Nikhil Rungta,EQ-SML,2,411.4,2.49,Open Ended,21-Jun-17,Nifty Smallcap 250 - TRI,34.69,34.71,23.08,2.53,0.26,7.08,40.83,37.5,24.9,30.42,-,96,67,9701,2.05,9.97,85.13,Capital Goods,-,-,-,29.03,1.69,2.48,0.82,19.65,Equity : Small Cap,Nil upto 12% of units and 1% for remaining units on or before 12M Nil after 12M
LIC MF ULIS,Dikshit Mittal,HY-SOL,3,498.7,2.39,Open Ended,19-Jun-89,CRISIL Hybrid 35+65 - Aggressive Index,36.07,37.66,31.11,-0.78,-4.59,0.93,12.08,14.93,9.89,12.25,9.52,5,43,161074,47.72,6.9,18.53,Financials,-,-,-,3.58,0.77,1.19,1.49,10.39,Hybrid : Solution Oriented,Nil
LIC MF Ultra Short Duration Fund-Reg(G),Rahul Singh,DT-USD,Unrated,345.7,0.95,Open Ended,27-Nov-19,CRISIL Ultra Short Term Debt Index,1277.22,1277.22,1195.16,0.57,1.63,3.34,6.88,6.41,5.68,4.89,-,0,-,-,-,-,-,-,0.28,0.28,7.15,2.77,9.92,20.3,0.02,0.29,Debt : Ultra Short Duration,Nil
LIC MF Value Fund-Reg(G),Nikhil Rungta,EQ-VAL,2,142.7,2.52,Open Ended,20-Aug-18,NIFTY 500 - TRI,26.9,27.22,20.27,2.61,-0.68,8.65,30.44,27.14,19.4,20.61,-,130,59,28296,28.44,7.65,61.99,Financials,-,-,-,19.61,1.46,2.13,0.99,16.81,Equity : Value / Contra,Nil upto 12% of units and 1% for remaining units on or before 12M Nil after 12M
Mahindra Manulife Aggressive Hybrid Fund-Reg(G),Fatema Pacha,HY-EQ,Unrated,1503,2.07,Open Ended,19-Jul-19,CRISIL Hybrid 35+65 - Aggressive Index,26.22,27.47,21.55,-0.76,-4.94,1.73,19.73,22.16,15.96,18.88,-,85,63,221538,55.83,11.46,10.42,Financials,9.74,4.8,7.61,10.56,1.33,1.98,1.64,11.55,Hybrid : Equity Oriented,Nil upto 10% of units and 1% for remaining units on or before 3M Nil after 3M
Mahindra Manulife Arbitrage Fund-Reg(G),Navin Matta,HY-ARB,Unrated,106.5,1.21,Open Ended,24-Aug-20,Nifty 50 Arbitrage,12.02,12.02,11.34,0.53,1.49,2.78,6.09,5.94,5.02,-,-,893,27,287240,57.32,11.59,-,Energy,0.15,0.15,6.58,2.24,1.88,4.05,-0.1,1.03,Hybrid : Arbitrage,0.25% on or before 30D Nil after 30D
Mahindra Manulife Asia Pacific REITs FOF-Reg(G),Krishna Sanghavi,FOF-OVR,Unrated,22,1.36,Open Ended,20-Oct-21,FTSE EPRA Nareit Asia ex Japan REITs Index,8.13,9.37,7.49,-2.6,-13.35,5.34,-9.69,-4.31,-5.2,-,-,-,-,-,-,-,-,-,-,-,-,-19.38,-1.06,-1.84,1.56,13.56,FoFs : Overseas,Nil upto 10% of units and 1% for remaining units on or before 12M Nil after 12M
Mahindra Manulife Balanced Advantage Fund-Reg(G),Manish Lodha,HY-DYN,Unrated,904.3,2.22,Open Ended,30-Dec-21,NIFTY 50 Hybrid Composite Debt 50:50 Index,14.24,14.54,12.34,0.13,-2.51,1.44,14.13,17.5,12.46,-,-,308,56,188391,39.14,17.72,8.7,Financials,5.55,3.01,7.12,4.94,0.94,1.31,1.83,10.9,Hybrid : Dynamic Asset Allocation,Nil upto 10% of units and 1% for remaining units on or before 3M Nil after 3M
Mahindra Manulife Business Cycle Fund-Reg(G),Krishna Sanghavi,EQ-THEM,Unrated,1183,2.11,Open Ended,11-Sep-23,NIFTY 500 - TRI,14.66,16.1,11.57,-1.62,-9.45,-1.14,24.82,-,-,-,-,77,63,108045,54.23,9.11,32.4,Financials,-,-,-,16.03,1.2,1.7,1.06,17.75,Equity : Thematic,1% on or before 3M Nil after 3M
Mahindra Manulife Consumption Fund-Reg(G),Navin Matta,EQ-CONS,Unrated,423.3,2.37,Open Ended,13-Nov-18,Nifty India Consumption - TRI,23.24,25.55,18.75,-0.14,-9.4,1.44,22.33,25.7,19.33,17.78,-,49,51,101469,60.87,10.88,24.28,FMCG,-,-,-,13.81,1.32,2.24,0.74,13.35,Equity : Thematic - Consumption,1% on or before 3M Nil after 3M
Mahindra Manulife Dynamic Bond Fund-Reg(G),Rahul Pal,DT-CR,Unrated,80.1,1.57,Open Ended,20-Aug-18,CRISIL Dynamic Bond Index,13.7,13.73,12.63,0.33,0.23,3.41,8.32,7.05,4.94,4.56,-,0,-,-,-,-,-,-,15.89,7.16,7.3,1.01,2.09,3.59,1.04,1.96,Debt : Credit Risk,Nil
Mahindra Manulife ELSS Tax Saver Fund-Reg(G),Fatema Pacha,EQ-ELSS,4,931.2,2.17,Open Ended,18-Oct-16,NIFTY 500 - TRI,27.66,29.63,23.99,-1.2,-7.02,-2.31,12.71,19.63,13.57,18.27,-,87,56,214495,63.54,14.62,17.54,Financials,-,-,-,4.38,0.66,0.96,0.92,13.73,Equity : Tax Saving (ELSS),Nil
Mahindra Manulife Equity Savings Fund-Reg(G),Manish Lodha,HY-EQ,3,580.1,2.35,Open Ended,01-Feb-17,NIFTY 50 Equity Savings Index - TRI,19.91,20.18,18.18,-0.17,-1.75,1.22,8.4,11.6,8.49,10.83,-,423,66,202485,49.85,8.37,7.86,Financials,2.24,1.82,7.36,1.79,0.77,1.12,0.86,5.57,Hybrid : Equity Oriented,Nil upto 10% of units and 1% for remaining units on or before 15D Nil after 15D
Mahindra Manulife Flexi Cap Fund-Reg(G),Fatema Pacha,EQ-FLEX,Unrated,1457.5,2.06,Open Ended,23-Aug-21,NIFTY 500 - TRI,15.87,16.98,13.48,-0.97,-7,-1.23,15.23,23.45,15.74,-,-,91,59,196142,62.8,17.36,17.5,Financials,-,-,-,6.7,0.8,1.16,0.95,14.43,Equity : Flexi Cap,1% on or before 3M Nil after 3M
Mahindra Manulife Focused Fund-Reg(G),Krishna Sanghavi,EQ-FLEX,Unrated,1880,2.02,Open Ended,17-Nov-20,NIFTY 500 - TRI,25.95,28.38,21.16,-2.29,-9.14,-3.11,20.09,25.99,20.03,-,-,46,30,326895,81.42,6.65,6.6,Financials,-,-,-,11.47,1.07,1.57,1.02,15.58,Equity : Flexi Cap,1% on or before 3M Nil after 3M
Mahindra Manulife Large & Mid Cap Fund-Reg(G),Manish Lodha,EQ-L&M,Unrated,2537.6,1.95,Open Ended,30-Dec-19,NIFTY LargeMidcap 250 - TRI,27.11,28.74,22.81,0.52,-6.06,-1.4,16.52,24.76,16.84,22,-,147,65,122694,45.7,35.62,15.53,Financials,-,-,-,8.32,0.75,1.03,1.07,18.27,Equity : Large & Mid Cap,1% on or before 3M Nil after 3M
Mahindra Manulife Large Cap Fund-Reg(G),Fatema Pacha,EQ-LC,3,595,2.34,Open Ended,15-Mar-19,NIFTY 100 - TRI,22.33,24.14,18.93,-2.03,-7.7,-2.46,13.22,18.18,12.65,15.54,-,86,41,365810,85.1,7.86,3.88,Financials,-,-,-,4.79,0.69,1.03,0.97,13.95,Equity : Large Cap,1% on or before 3M Nil after 3M
Mahindra Manulife Liquid Fund-Reg(G),Rahul Pal,DT-LIQ,5,1310.8,0.27,Open Ended,04-Jul-16,CRISIL Liquid Debt Index,1642.86,1642.86,1530.64,0.59,1.75,3.55,7.35,7.19,6.42,5.36,-,0,-,-,-,-,-,-,0.11,0.11,7.13,0.73,12.53,5.44,-,0.06,Debt : Liquid,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
Mahindra Manulife Low Duration Fund-Reg(G),Rahul Pal,DT-LOWD,2,593.9,1.09,Open Ended,15-Feb-17,CRISIL Low Duration Debt Index,1575.31,1575.31,1470.36,0.59,1.68,3.54,7.15,6.91,5.84,5.39,-,0,-,-,-,-,-,-,1.21,0.88,7.75,2.87,9.57,18.57,0.08,0.32,Debt : Low Duration,Nil
Mahindra Manulife Manufacturing Fund-Reg(G),Renjith Sivaram,EQ-THEM,Unrated,895.6,2.23,Open Ended,24-Jun-24,BSE India Manufacturing Index - TRI,9.57,10.55,9.29,-2.77,-10.19,-6.13,-,-,-,-,-,-,59,63834,48.53,9.18,39.9,Automobile and Ancillaries,-,-,-,-,-,-,-,-,Equity : Thematic,0.50% on or before 3M Nil after 3M
Mahindra Manulife Mid Cap Fund-Reg(G),Kirti Dalvi,EQ-MID,3,3460.9,1.89,Open Ended,30-Jan-18,Nifty Midcap 150 - TRI,33.83,35.53,25.84,0.34,-5.06,1.92,28.98,38.31,24.42,27.84,-,65,68,69665,22.99,60.54,12.58,Financials,-,-,-,19.23,1.35,1.93,1,18.04,Equity : Mid Cap,1% on or before 3M Nil after 3M
Mahindra Manulife Multi Asset Allocation Fund-Reg(G),Renjith Sivaram,HY-MULTI,Unrated,544.8,2.04,Open Ended,13-Mar-24,NIFTY 500 - TRI,11.17,11.47,10,-0.72,-3.2,1.23,-,-,-,-,-,0,63,110301,22.87,6.97,9.68,Financials,8.62,5.17,7.42,-,-,-,-,-,Hybrid : Multi Asset Allocation,0.50% on or before 3M Nil after 3M
Mahindra Manulife Multi Cap Fund-Reg(G),Manish Lodha,EQ-MLC,5,4857.8,1.84,Open Ended,11-May-17,Nifty500 Multicap 50:25:25 - TRI,35.39,37.19,28.41,1.8,-5.05,1.15,23.18,29.52,19.54,24.44,-,130,67,105413,42.52,28.2,24.19,Financials,-,-,-,14.34,1.06,1.46,1.07,18.68,Equity : Multi Cap,1% on or before 3M Nil after 3M
Mahindra Manulife Overnight Fund-Reg(G),Rahul Pal,DT-ON,2,300.7,0.19,Open Ended,23-Jul-19,CRISIL Liquid Overnight Index,1294.35,1294.35,1214.35,0.55,1.6,3.23,6.61,6.59,5.94,4.84,-,0,-,-,-,-,-,-,0.01,0.01,6.71,0.25,31.92,1.96,-,0.01,Debt : Overnight,Nil
Mahindra Manulife Short Duration Fund-Reg(G),Rahul Pal,DT-SD,1,69.7,1.26,Open Ended,23-Feb-21,CRISIL Short Duration Debt Index,12.22,12.22,11.37,0.55,1.43,3.87,7.47,7.04,5.58,-,-,0,-,-,-,-,-,-,2.35,1.96,7.68,2.49,5.18,10.84,0.3,0.65,Debt : Short Duration,Nil
Mahindra Manulife Small Cap Fund-Reg(G),Vishal Jajoo,EQ-SML,Unrated,4269.3,1.84,Open Ended,12-Dec-22,BSE 250 Small Cap - TRI,20.17,21.47,15.2,-0.2,-6.46,2.66,27.43,41.94,-,-,-,76,76,22308,11.11,8.54,75.6,Capital Goods,-,-,-,18.72,1.2,1.71,0.98,19.63,Equity : Small Cap,1% on or before 3M Nil after 3M
